,Id,title,group,categories,totalreviews,avgrating
6791,6861,Contemporary Readings in the Foundations of Metaphysics,Book,2,0,0.0
6792,6862,Firewalls 24seven,Book,3,6,3.5
6793,6863,On Creativity  Innovation and Renewal: A Leader to Leader Guide,Book,6,1,5.0
6794,6864,Awakening with the Enemy : The Origin and End of Male/Female Conflict,Book,4,5,5.0
6795,6865,Detroit Gospel,Music,4,0,0.0
6796,6866,Yoga Journal: Postnatal Yoga,Video,6,3,3.5
6797,6867,Shaping Up with Weights for Dummies,Video,7,21,4.5
6798,6868,Ray of Light [Japan Bonus Track],Music,6,9,5.0
6799,6869,Glimpses of Algebra and Geometry,Book,7,1,4.0
6800,6870,Basic Yoga Workout for Dummies,Video,6,119,4.5
6801,6871,The Power Within: The Five Disciplines of Personal Effectiveness,Book,7,3,5.0
6802,6872,Mes Plus Grands Succes  Vol. 1,Music,6,7,4.5
6803,6873,Showbiz Goes to War,DVD,12,1,4.0
6804,6874,Designing With Motion Handbook: Design-Integration-Software Tips and Techniques,Book,4,1,5.0
6805,6875,Strokework Flowers : Step by Step,Book,5,5,4.5
6806,6876,Evil Queen Tut and the Great Ant Pyramids (Zack Files),Book,4,4,4.5
6807,6877,Household Gods,Book,5,71,3.5
6808,6878,Shaker Style,Book,2,2,3.0
6809,6879,Love Is a Wonderful Thing,Music,0,0,0.0
6810,6880,Pederasty and Pedagogy in Archaic Greece,Book,7,7,4.5
6811,6881,Drawing Cartoons (First Step Series),Book,3,14,4.5
6812,6882,D.I.S.C.O.,Music,0,0,0.0
6813,6883,Easter Vigil: Poems,Book,1,0,0.0
6814,6884,Orthodoxy: The Annotated Edition,Book,1,0,0.0
6815,6885,Ruby Mae Has Something to Say,Book,4,2,4.5
6816,6886,No Both (Lingo Book Series),Book,4,0,0.0
6817,6887,Sair Linux and GNU Certification Level 1  Security  Ethics & Privacy,Book,9,0,0.0
6818,6888,The Bar and Beverage Book: Basics of Profitable Management (Wiley Service Management Series),Book,5,3,5.0
6819,6889,City of Joy,Video,10,21,4.0
6820,6890,Listen to the Rain,Book,3,1,5.0
6821,6891,CMOS IC Layout : Concepts  Methodologies  and Tools,Book,5,6,4.0
6822,6892,Digital Avionics Systems : Principles and Practice,Book,0,0,0.0
6823,6893,Favorite Poems (Dover Thrift Editions),Book,4,5,5.0
6824,6894,A Head Full of Notions: A Story About Robert Fulton (Creative Minds),Book,2,0,0.0
6825,6895,The Turnpikes of New England (New England Transportation Series),Book,1,0,0.0
6826,6896,Cooking With Wine,Book,3,1,5.0
6827,6897,STING: Gulliver's Fugitives (Star Trek: The Next Generation),Book,8,13,3.5
6828,6898,My Body Is Private (Albert Whitman Prairie Books),Book,3,14,4.5
6829,6899,Theodore's Best Friend (Jellybean Books),Book,2,0,0.0
6830,6900,BLOW: How a Small-Town Boy Made $100 Million with the Medellin Cocaine Cartel and Lost It All,Book,3,30,4.0
6831,6901,A Dictionary of Concepts in Nmr (Biophysical Techniques Series),Book,6,1,5.0
6832,6902,Fundamentals of Abnormal Psychology (Student Workbook),Book,1,1,5.0
6833,6903,Love & China,Music,0,0,0.0
6834,6904,Mouse Ear Inflammation Models and Their Pharmacological Applications,Book,2,0,0.0
6835,6905,Spankmaster,Music,7,25,4.0
6836,6906,Academic Skills Problems: Direct Assessment and Intervention  Second Edition,Book,4,0,0.0
6837,6907,Jerry Vale Sings the Great Italian Hits [Compilation],Music,4,12,5.0
6838,6908,The Reign of Quantity & the Signs of the Times,Book,2,10,4.5
6839,6909,Glenn Gould - The Alchemist,DVD,5,2,4.0
6840,6910,Nypd Battles Crime: Innovative Strategies in Policing,Book,4,16,5.0
6841,6911,Quilting Your Memories: Inspirations for Designing With Image Transfers,Book,2,1,5.0
6842,6912,African Ark,Book,3,10,5.0
6843,6913,Living a Healthy Life with Chronic Conditions: Self-Management of Heart Disease  Arthritis  Diabetes  Asthma  Bronchitis  Emphysema & Others,Book,5,3,4.0
6844,6914,Jerry Vale - Greatest Hits,Music,3,2,5.0
6845,6915,What Makes Charity Work?,Book,3,2,4.5
6846,6916,Radioactive Waste Disposal at Sea: Public Ideas  Transnational Policy Entrepreneurs  and Environmental Regimes (Global Environmental Accord: Strategies for Sustainability and Institutional Innovation),Book,5,0,0.0
6847,6917,Life's Matrix: A Biography of Water,Book,4,6,4.5
6848,6918,I Want to Be a Teacher (I Want to Be),Book,4,0,0.0
6849,6919,Britains Best 500 Pubs,Book,6,0,0.0
6850,6920,Remarkable recovery: what extraordinary healings c,Book,1,6,5.0
6851,6921,Refuse Trucks: Photo Archive,Book,7,0,0.0
6852,6922,Tears and Saints,Book,4,3,4.5
6853,6923,On Bear Mountain,Book,2,23,4.5
6854,6924,A Grammar of Gatha-Avestan (Asian Studies),Book,5,1,3.0
6855,6925,Blonde,Music,9,3,5.0
6856,6926,Flawless,Music,2,3,4.5
6857,6927,The Tree of Time: A Story of a Special Sequoia,Book,3,1,5.0
6858,6928,Unfree Speech : The Folly of Campaign Finance Reform,Book,4,8,5.0
6859,6929,The Uses of Images,Book,2,1,3.0
6860,6930,Soy la Candela,Music,2,5,5.0
6861,6931,The Miseducation Of Lauryn Hill,Music,2,822,4.5
6862,6932,The Cheyenne Social Club,Video,14,7,4.5
6863,6933,Nursing Theory: Utilization & Application,Book,4,0,0.0
6864,6934,Commodores Live! [Remastered],Music,5,5,5.0
6865,6935,Where There Is No Vet,Book,2,0,0.0
6866,6936,Valentine Heartache,Music,3,9,4.0
6867,6937,Life of the Party,Music,2,28,4.5
6868,6938,Nature's Mirror : The Art of Zen Calendar 2002,Book,1,0,0.0
6869,6939,Day Three of My New Life,Music,5,15,4.0
6870,6940,The Fifth Victim,Book,3,12,4.0
6871,6941,A Tale of Two Cities (Bantam Classic),Book,4,345,4.0
6872,6942,The Great Central Valley: California's Heartland,Book,5,2,4.0
6873,6943,Speed of Cattle,Music,18,7,4.5
6874,6944,Caged Combat-Ifc World Tour Co,Video,2,10,4.0
6875,6945,Acts,Book,4,3,4.5
6876,6946,Princess Alice: The Life and Times of Alice Roosevelt Longworth,Book,4,1,5.0
6877,6947,Mobile Suit Gundam Wing - Shooting Stars (Vol. 1  Uncut Version),Video,3,128,4.5
6878,6948,213 Valentines (Redfeather Book),Book,1,1,4.0
6879,6949,The Best of Rumpole : Chosen By the Author (Rumpole),Book,4,4,5.0
6880,6950,El Dorado L.P.,Music,4,1,3.0
6881,6951,The Psychoanalytic Mind: From Freud to Philosophy,Book,4,2,3.5
6882,6952,La Transición Cubana y el 'Bloqueo' Norteamericano,Book,4,9,5.0
6883,6953,Grain of Truth : The Ancient Lessons of Craft,Book,5,3,4.0
6884,6954,Lord of the Rings 2002 Calendar: 16 Month,Book,0,0,0.0
6885,6955,Paul,Book,7,33,4.0
6886,6956,El Salvador (Enchantment of the World. Second Series),Book,3,1,5.0
6887,6957,Epitome of Copernican Astronomy & Harmonies of the World (Great Minds Series),Book,4,2,4.0
6888,6958,The Travels of Sir John Mandeville (Penguin Classics),Book,5,2,4.0
6889,6959,Dieta Moderna para el Tratamiento de la Diabetes,Book,3,0,0.0
6890,6960,Theatre As Sign-System: A Semiotics of Text and Performance,Book,1,1,5.0
6891,6961,Foods That Harm  Foods That Heal:  An A - Z Guide to Safe and Healthy Eating,Book,2,9,5.0
6892,6962,Evangelical Theology: An Introduction,Book,2,4,5.0
6893,6963,How to Audition: For TV  Movies  Commercials  Plays  and Musicals (2nd Edition),Book,2,2,5.0
6894,6964,Back to the House of Health: Rejuvenating Recipes to Alkalize and Energize for Life!,Book,2,7,4.0
6895,6965,Cases and Strategies for Preventive Action: Report of the Center for Preventive Action's 1996 Annual Conference (Preventive Action Reports  Vol 2),Book,3,0,0.0
6896,6966,Clifford the Big Red Dog: Clifford's Manners,Book,6,6,4.0
6897,6967,Restaurant Service : Beyond the Basics (Wiley Professional Restauranteur Guides),Book,5,1,4.0
6898,6968,Fair Warning: A Novel,Book,1,12,3.0
6899,6969,Silver Seeds: A Book of Nature Poems,Book,3,3,4.5
6900,6970,Piloting for Maximum Performance,Book,2,1,5.0
6901,6971,The Disappearing Staircase Mystery (Boxcar Children Mysteries),Book,3,0,0.0
6902,6972,Stanley Meyers: Deer Hunter &,Music,4,0,0.0
6903,6973,Mixer Presents Mark Farina,Music,3,9,5.0
6904,6974,Desire,Book,3,28,4.0
6905,6975,The Hand of God : A Journey from Death to Life by the Abortion Doctor Who Changed His Mind,Book,2,15,4.5
6906,6976,Quiet As It's Kept: Shame  Trauma  and Race in the Novels of Toni Morrison (Suny Series in Psychoanalysis and Culture),Book,9,0,0.0
6907,6977,Bullfighting: Art  Technique  and Spanish Society,Book,1,7,3.0
6908,6978,Sanctus: 1000 Years of Sacred Music (Box Set),Music,49,0,0.0
6909,6979,National Parks of Alaska,Video,6,0,0.0
6910,6980,Noodling for Flatheads: Moonshine  Monster Catfish  and Other Southern Comforts,Book,5,4,5.0
6911,6981,By the Work of Their Hands: Studies in Afro-American Folklife,Book,3,0,0.0
6912,6982,Multimedia-Based Instructional Design : Computer-Based Training  Web-Based Training  and Distance Learning,Book,18,8,4.0
6913,6983,Kernel Smoothing,Book,3,1,5.0
6914,6984,Light to Dark,Music,4,7,4.5
6915,6985,Roget's Thesaurus  Vest-Pocket Edition,Book,3,1,5.0
6916,6986,Bible Cover: Exlarge Black Genuine Leather,Book,2,3,5.0
6917,6987,In Memoriam,Book,5,0,0.0
6918,6988,The Element of Sonic Defiance,Music,5,29,4.0
6919,6989,This Place Is Cold (Imagine Living Here),Book,2,2,5.0
6920,6990,Fall into Madness,Music,1,4,5.0
6921,6991,Managing Hedge Fund Risk: From the Seat of the Practitioner: Views From Investors  Counterparties  Hedge Funds and Consultants,Book,4,2,3.0
6922,6992,Hipsterz Dream: Catch Them - Keep Them - Live Them (Hipsterz Journals),Book,1,0,0.0
6923,6993,Papa Was A Fishin' Man,Music,1,4,5.0
6924,6994,Hippocrates (Medicine and Culture),Book,1,4,5.0
6925,6995,If You Find a Rock,Book,3,2,5.0
6926,6996,Local Hero (1983 Film),Music,21,20,4.5
6927,6997,The Night the White Deer Died,Book,1,3,3.5
6928,6998,Heart and Soul,Book,3,1,5.0
6929,6999,How to Write Poetry (Third Edition),Book,3,5,2.5
6930,7000,Chosen One,Music,3,3,4.5
6931,7001,Once upon a Rose,Book,8,16,3.5
6932,7002,Flow Cytometry in Clinical Diagnosis,Book,2,1,5.0
6933,7003,The Navy Times Book of Submarines: A Political  Social  and Military History,Book,3,9,4.0
6934,7004,Words of Love: Poems & Quotations on the Meaning of Love (Love),Book,4,0,0.0
6935,7005,Simplifica tu vida con los niños,Book,4,0,0.0
6936,7006,Platoon,Video,26,251,4.5
6937,7007,Return to Big Sur,Music,1,1,5.0
6938,7008,Artillery Hell: The Employment of Artillery at Antietam (Texas a & M University Military History Series  No. 36),Book,3,1,4.0
6939,7009,Oracle DBA Automation Scripts,Book,4,4,4.5
6940,7010,Room 109 : The Promise of a Portfolio Classroom,Book,6,5,5.0
6941,7011,Spirited Away Picture Book (Spirited Away),Book,9,5,4.5
6942,7012,William Wegman Puppies 2002 Calendar,Book,0,0,0.0
6943,7013,3 Divertimenti,Music,1,0,0.0
6944,7014,The Avengers: Too Many Targets,Book,1,8,4.0
6945,7015,The Complete Idiot's Guide to Parenting a Teenager,Book,4,1,5.0
6946,7016,Prairie Born,Book,2,1,2.0
6947,7017,The Bunny Book (Golden Super Shape Book),Book,7,2,5.0
6948,7018,Management of Strategy in the Marketplace,Book,6,0,0.0
6949,7019,Doll and Teddy (The Babys Catalogue Series),Book,4,1,5.0
6950,7020,Sort of...,Music,3,1,5.0
6951,7021,Collected Works: Publications 1929-1936 (Collected Works (Oxford)),Book,3,0,0.0
6952,7022,Planning  Proposing  and Presenting Science Effectively : A Guide for Graduate Students and Researchers in the Behavioral Sciences and Biology,Book,6,1,5.0
6953,7023,Too Many Eggs: A Counting Book,Book,1,0,0.0
6954,7024,Blue On Dakota,Music,6,1,5.0
6955,7025,La Femme Nikita,Video,14,93,4.5
6956,7026,Twelve and Twelve,Music,4,1,5.0
6957,7027,Texas Golf: The Best in the Lone Star State : The Best in the Lone Star State,Book,3,3,5.0
6958,7028,Easy Walks In Israel-Sites & Stories,Book,2,2,5.0
6959,7029,Barrons Book Notes Hamlet (Barron's Book Notes),Book,6,142,4.0
6960,7030,Midnight Movies (Da Capo Paperback),Book,2,4,5.0
6961,7031,High-Performance Training for Track and Field,Book,2,4,4.0
6962,7032,The Complete Horse and Rider,Book,2,0,0.0
6963,7033,Jim Copp Tales,Music,0,0,0.0
6964,7034,Châtelet Les Halles,Music,6,2,4.5
6965,7035,No Acting Please,Book,2,5,4.5
6966,7036,Baby Gourmet - Fall/Winter Harvest,Video,3,4,2.5
6967,7037,Agatha Christie's Poirot: The Murder of Roger Ackroyd/Lord Edgware Dies,Video,10,7,4.5
6968,7038,Walking With Strangers,Music,5,13,4.5
6969,7039,Roforofo Fight [Bonus Tracks],Music,5,3,5.0
6970,7040,Zombie [MCA],Music,5,5,4.5
6971,7041,Je Fais C'que Je Veux,Music,2,1,4.0
6972,7042,Black Frontiers : A History Of African American Heroes In The Old West,Book,5,0,0.0
6973,7043,Catfantastic V,Book,4,6,4.0
6974,7044,The Cruising Guide to Central and Southern California: Golden Gate to Ensenada  Mexico  Including the Offshore Islands,Book,9,2,5.0
6975,7045,Travelin' On,Music,5,5,5.0
6976,7046,The Cross,Book,4,4,5.0
6977,7047,Betty Grable : The Girl with the Million Dollar Legs,Book,3,14,5.0
6978,7048,Innovation in Chinese Medicine (Needham Research Institute Studies),Book,5,1,5.0
6979,7049,Do Whales Ever...?,Book,2,2,5.0
6980,7050,Ovid: Amores I,Book,2,2,5.0
6981,7051,Corporate Combat: The Art of Market Warfare on the Business Battlefield,Book,8,4,4.5
6982,7052,Vox New College Spanish and English Dictionary,Book,8,6,4.0
6983,7053,An Apple a Day,Music,2,4,3.5
6984,7054,Electronic and Experimental Music,Book,2,0,0.0
6985,7055,Merriam-Webster's Dictionary of English Usage,Book,4,22,3.5
6986,7056,In Concert,Music,6,4,4.0
6987,7057,Run With the Horsemen,Book,2,29,4.5
6988,7058,Pilgrimage: A Tale of Old Natchez,Book,1,3,5.0
6989,7059,Simplicity,Book,0,0,0.0
6990,7060,Women Hormones and the Menstrual Cycle: Herbal and Medical Solutions from Adolescence to Menopause,Book,4,1,5.0
6991,7061,Cardcaptor Chaka: Blue as the Sky,Music,3,3,4.5
6992,7062,Gunslinger'S Bride (Montana Mavericks) (Harlequin Historical Series  No. 577),Book,3,3,4.5
6993,7063,We Want Miles,Music,2,9,4.5
6994,7064,NIV Life Application Study Bible  Indexed,Book,5,23,5.0
6995,7065,Perfect Best,Music,2,7,5.0
6996,7066,Ballad Collection,Music,2,10,5.0
6997,7067,First Base,Music,1,9,4.5
6998,7068,Conquest Of Paradise: An End-times Nano-Thriller,Book,2,41,4.5
6999,7069,Waves of Sound,Music,1,7,5.0
7000,7070,Mozart - Requiem / Alliot-Lugaz · Visse · M. Hill · Reinhart & Charpentier - Te Deum / Beverly · K. Smith · J. Griffett · D. Thomas - Malgoire,Music,29,2,3.5
7001,7071,Heal Thy Self : Lessons on Mindfulness in Medicine,Book,6,5,5.0
7002,7072,Signes,Music,4,1,5.0
7003,7073,Anesthesia Secrets (Secrets (Rittenhouse)),Book,7,4,5.0
7004,7074,Bach - Cantatas BWV 199  179  113 / Kozená · Towers · Padmore · Loges · Gardiner,Music,5,2,5.0
7005,7075,Newton and the Culture of Newtonianism (The Control of Nature),Book,4,2,4.0
7006,7076,Church: Why Bother?,Book,6,10,4.0
7007,7077,Schumann: Cello Concerto,Music,10,3,4.5
7008,7078,Retouching Old Photographs: Photoshop Methods and Solutions,Book,9,0,0.0
7009,7079,Elbert's Bad Word,Book,3,5,5.0
7010,7080,Victorian Doll House,Book,2,3,5.0
7011,7081,TCP/IP for Dummies  Fifth Edition,Book,6,20,3.5
7012,7082,Sams Teach Yourself TCP/IP in 24 Hours (2nd Edition),Book,5,7,4.0
7013,7083,Galactic Phrase Book & Travel Guide: Beeps  Bleats  Boskas  and Other Common Intergalactic Verbiage (Star Wars),Book,4,7,4.5
7014,7084,Improving Upper Body Control: An Approach to Assessment and Treatment of Tonal Dysfunction,Book,10,2,4.5
7015,7085,Beethoven: Violin Sonatas Nos. 5  9  & 10,Music,14,3,5.0
7016,7086,Standard Chess Openings,Book,2,16,3.5
7017,7087,Going Out in Style: The Architecture of Eternity,Book,3,4,5.0
7018,7088,Face Painting (Kids Can Do It),Book,1,2,5.0
7019,7089,Mountain Bike Mania,Book,4,2,4.0
7020,7090,Promises  Promises: Essays on Poetry and Psychoanalysis,Book,2,3,4.5
7021,7091,Farewell  My Lovelies,Book,1,2,5.0
7022,7092,Diabolis Interium (Leather),Music,0,0,0.0
7023,7093,You Can't Smell a Flower With Your Ear!: All About Your 5 Senses (All Aboard Reading  Level 2 Grades 1-3),Book,2,0,0.0
7024,7094,The Cocoanuts,Video,16,30,4.0
7025,7095,Standards-Based Activities With Scoring Rubrics: Middle & High School English : Performance-Based Projects,Book,3,0,0.0
7026,7096,Natural Health Complete Guide to Safe Herbs: What Every Consumer Should Know About Interactions and Side Effects for Hundreds of Herbs  Drugs  Supplements  and Foods,Book,9,3,5.0
7027,7097,Leonardo's Mountain of Clams and the Diet of Worms : Essays on Natural History,Book,4,11,5.0
7028,7098,Modern Spectrochemical Analysis of Metals: An Introduction for Users of Arc-Spark Instrumentation,Book,5,0,0.0
7029,7099,Jack Cole and Plastic Man: Forms Stretched to Their Limits,Book,5,15,3.5
7030,7100,Pigs Have Wings,Book,3,7,5.0
7031,7101,Eating Up the Santa Fe Trail: Recipes and Lore from the Old West,Book,5,1,5.0
7032,7102,A House of Many Mansions: The History of Lebanon Reconsidered,Book,2,9,3.0
7033,7103,Naming the Afternoon,Book,4,1,5.0
7034,7104,Algebraic Aspects of Cryptography (Algorithms and Computation in Mathematics  Vol 3),Book,9,2,4.0
7035,7105,WWE Fully Loaded 1999,Video,10,29,4.5
7036,7106,Quicksand (Penguin Twentieth-Century Classics),Book,6,2,4.5
7037,7107,Essentials of the Java Programming Language: A Hands-On Guide,Book,3,6,4.5
7038,7108,Antiquaires,Book,2,2,5.0
7039,7109,Silent Siege III: Japanese Attacks on North America in World War II : Ships Sunk  Air Raids  Bombs Dropped  Civilians Killed : Documentary,Book,1,2,5.0
7040,7110,The 36 Well Kept Secrets of Successful Marriages and Divorce,Book,3,7,4.5
7041,7111,Dorothy Dandridge: A Biography,Book,4,22,4.0
7042,7112,Elementary Spanish - Volume 2,Video,4,1,4.0
7043,7113,Constitutional Law (Casebook Series),Book,2,5,1.5
7044,7114,Never Before  Never Again: The Stirring Autobiography of Eddie Robinson  the Winningest Coach in the History of College Football,Book,5,3,5.0
7045,7115,Get Out of Your Own Way!: Escape from Mind Traps,Book,3,6,4.0
7046,7116,News from Parched Mountain: Tales from the Karoo in the New South Africa,Book,1,0,0.0
7047,7117,Core JFC (2nd Edition),Book,2,5,4.0
7048,7118,BET ComicView All Stars  Vol. 4,DVD,5,0,0.0
7049,7119,Rrsps and Rrifs for Dummies,Book,4,0,0.0
7050,7120,Flags in the Dust : The complete text of Faulkner's third novel  which appeared in a cut version asSartoris,Book,4,9,4.0
7051,7121,Monkey Do: Or the Myth of Biff,Book,3,3,4.5
7052,7122,Tenchi Muyo! Collection  Infinity 2,Video,4,1,5.0
7053,7123,ABC's of the Birds and Bees: For Parents of Toddlers to Teens,Book,2,1,5.0
7054,7124,Where Do Puddles Go (Rookie Read-About Science),Book,1,0,0.0
7055,7125,International Commercial Arbitration: Cases  Materials and Notes on the Resolution of International Business Disputes : Documentary Supplement (University Casebook Series),Book,2,0,0.0
7056,7126,Feeding and Swallowing Disorders in Infancy: Assessment and Management,Book,11,3,5.0
7057,7127,Where There's Smoke  There's Flavor : Real Barbecue--The Tastier Alternative to Grilling,Book,3,4,3.5
7058,7128,Sammy Sosa : An Autobiography,Book,5,8,4.5
7059,7129,The Living Christ: The Extraordinary Lives of Today's Spiritual Heroes,Book,2,0,0.0
7060,7130,New Design: Amsterdam: The Edge of Graphic Design,Book,2,0,0.0
7061,7131,Yanni - In My Time (Piano Solos),Book,3,3,5.0
7062,7132,Final Ride (Rodeo Riders  3),Book,1,3,5.0
7063,7133,A Brief Introduction to Islamic Philosophy,Book,6,0,0.0
7064,7134,Entertaining Satan: Witchcraft and the Culture of Early New England (Galaxy Books),Book,4,6,3.5
7065,7135,The Book History Reader,Book,4,1,3.0
7066,7136,Antique & Collectible Stanley Tools Guide to Identity & Value,Book,3,2,4.5
7067,7137,God's Grandeur and Other Poems (Dover Thrift Editions),Book,3,5,4.5
7068,7138,Jenny from the Block [UK CD #2],Music,10,6,3.0
7069,7139,The Spade Series: Second Edition (ACBL Bridge),Book,2,0,0.0
7070,7140,Easy Does It,Music,6,2,5.0
7071,7141,A Christmas Carol,Video,11,134,4.5
7072,7142,Top Tunes Karaoke CDG Fleetwood Mac / Stevie Nicks Artist Vol. 9 TT-060,Music,3,1,4.0
7073,7143,25 Role Plays for Negotiation Skills,Book,8,1,4.0
7074,7144,The Eric Clapton Collection For Guitar,Book,6,1,5.0
7075,7145,Dream After Dream [Sony Japan],Music,6,18,4.5
7076,7146,When Smart People Work for Dumb Bosses: How to Survive in a Crazy and Dysfunctional Workplace,Book,13,18,3.0
7077,7147,Tekken Tag Tournament : Prima's Official Strategy Guide (Prima's Official Strategy Guides),Book,8,2,2.5
7078,7148,Gossip,Music,2,3,4.5
7079,7149,The Bungalo Boys III: Champions of Hockey,Book,0,0,0.0
7080,7150,Ibiza: A Mediterranean Lifestyle,Book,3,1,5.0
7081,7151,Keeping the Faith : Stories of Love  Courage  Healing and Hope from Black America,Book,4,4,4.0
7082,7152,Looking for Richard,Video,14,43,4.5
7083,7153,Handbook of Psychological Assessment,Book,3,5,5.0
7084,7154,Quick Callanetics: Stomach,Video,5,5,4.0
7085,7155,The Starch Blocker Diet,Book,4,10,4.5
7086,7156,Toxicology for Non-Toxicologists,Book,2,0,0.0
7087,7157,Home Town Tales: Recollections of Kindness  Peace  and Joy,Book,5,15,4.5
7088,7158,Undercover Investigations for the Workplace,Book,11,0,0.0
7089,7159,Seashells  Crabs and Sea Stars (Take-Along Guide),Book,3,1,5.0
7090,7160,Negotiating a Labor Contract: A Management Handbook,Book,8,1,5.0
7091,7161,The Silver Trumpet,Book,3,4,4.0
7092,7162,Writing for Social Scientists : How to Start and Finish Your Thesis  Book  or Article (Chicago Guides to Writing  Editing  and Publishing),Book,4,9,4.5
7093,7163,Philostratus: The Life of Apollonius of Tyana : The Epistles of Apollonius and the Treatise of Eusebius (Loeb Classical Lib No. 17),Book,1,7,4.5
7094,7164,How Washington Really Works,Book,3,2,4.0
7095,7165,Wit'ch Gate,Book,2,12,4.5
7096,7166,Favorite Waltzes,Music,11,0,0.0
7097,7167,Big Panda  Little Panda,Book,3,1,5.0
7098,7168,In Due Time,Book,1,8,5.0
7099,7169,Moments in Time,Music,0,0,0.0
7100,7170,22 Great Polkas,Music,4,3,4.5
7101,7171,Destination: Rainforest,Book,3,0,0.0
7102,7172,Michael Brein's Guide to London by the Underground (Michael Brein's Guides to Sightseeing By Public Transportation),Book,6,10,4.0
7103,7173,A Radical Guide for Catholics: Rooted in the Essentials of Our Faith,Book,2,0,0.0
7104,7174,Philosophy Through Film,Book,2,0,0.0
7105,7175,Intimate Relationships in Medical School : How to Make Them Work (Surviving Medical School Series),Book,6,0,0.0
7106,7176,Cooking with Three Ingredients : Flavorful Food  Easy as 1  2  3,Book,2,9,5.0
7107,7177,October Road  (Limited Edition with Bonus CD),Music,4,46,4.5
7108,7178,City Chicken,Book,5,2,3.5
7109,7179,Best of the Muppet Show - Harry Belafonte / Linda Ronstadt / John Denver,Video,8,10,4.5
7110,7180,On Wings Of Magic,Book,2,6,3.5
7111,7181,Songs for the Inner Child,Music,4,33,5.0
7112,7182,Dreamland: America at the Dawn of the Twentieth Century,Book,3,1,4.0
7113,7183,Meditation as Medicine : Activate the Power of Your Natural Healing Force,Book,7,12,4.5
7114,7184,Life According to Muriel,DVD,11,2,5.0
7115,7185,Bertrand Russell on Ethics  Sex  and Marriage (Great Books in Philosophy),Book,2,0,0.0
7116,7186,The Bridge Study Guide,Book,1,0,0.0
7117,7187,Character Record Folio: A Character Sheet D20 Compaign Play,Book,2,0,0.0
7118,7188,Frommer's Postcards from Ireland 2001 (Frommer's Ireland),Book,4,5,5.0
7119,7189,Madly Loving You,Music,3,0,0.0
7120,7190,American Sportsmen and the Origins of Conservation,Book,4,0,0.0
7121,7191,Songs from Award Winning Movies,Music,8,1,4.0
7122,7192,Social Psychology (9th Edition),Book,2,9,3.0
7123,7193,Design for Six Sigma: Launching New Products and Services Without Failure,Book,2,0,0.0
7124,7194,Top Tunes Karaoke CDG For Fun Vol. 1 TT-055,Music,1,0,0.0
7125,7195,The New York Times Dictionary of Money and Investing: The Essential A-to-Z Guide to the Language of the New Market,Book,9,1,5.0
7126,7196,The Quilter's Apprentice : A Novel,Book,2,78,4.0
7127,7197,Josie and Rebecca: The Western Chronicles,Book,4,4,5.0
7128,7198,A Dictionary of Basic Japanese Sentence Patterns (Kodansha Dictionary),Book,5,12,4.5
7129,7199,Samsara,Music,2,16,4.5
7130,7200,Resin Transfer Moulding for Aerospace Structures,Book,5,0,0.0
7131,7201,Transformers: Space Pirates (Transformers (Titan Books Paperback)),Book,1,1,4.0
7132,7202,World War II Battle Force: Amphibious,Video,9,0,0.0
7133,7203,Physics in Biology and Medicine (Complementary Science Series),Book,6,0,0.0
7134,7204,Orange County & Greater Los Angeles Popout: Double Map,Book,4,0,0.0
7135,7205,WCW Starrcade '93,Video,4,18,3.5
7136,7206,Ancient and Modern Britons: Volume One (Ancient & Modern Britons (Paperback)),Book,1,1,5.0
7137,7207,Aerodynamics for Naval Aviators: Workbook  Vol. 1 (JS322707),Book,1,0,0.0
7138,7208,Sexy Arms,Video,4,13,4.0
7139,7209,Bach on the Banjo,Music,24,4,4.0
7140,7210,Names and Faces Made Easy: The Fun and Easy Way to Remember People,Book,4,0,0.0
7141,7211,Cybercrime Cyberterrorism Cyberwarfare: Averting an Electronic Waterloo (Csis Task Force Report),Book,5,0,0.0
7142,7212,Set Your Heart Free: The Practical Spirituality of Francis De Sales (30 Days With a Great Spiritual Teacher),Book,3,1,5.0
7143,7213,Return to Worship: Letters to the Church,Book,3,9,4.5
7144,7214,Temple University Wind Symphony,Music,7,1,5.0
7145,7215,Ab 18,Music,2,4,4.5
7146,7216,George Walker: Orchestral Works,Music,5,2,4.5
7147,7217,Victory in Singleness: A Strategy for Emotional Peace,Book,1,9,5.0
7148,7218,Drôle de Drame,DVD,14,2,4.0
7149,7219,Resurrecting Ravana  (Buffy the Vampire Slayer),Book,5,21,4.0
7150,7220,Devil Dogs : Fighting Marines of World War I,Book,3,5,4.5
7151,7221,The Heartsong of Charging Elk : A Novel,Book,2,18,4.0
7152,7222,The King's Commissioners (Brainy Day Books),Book,1,3,5.0
7153,7223,La Vallée,DVD,14,12,4.0
7154,7224,Michelin Madrid Mini-Spiral Atlas No. 2042 (Michelin Maps & Atlases),Book,14,0,0.0
7155,7225,Cool Melons-Turn to Frogs!: The Life and Poems of Issa,Book,5,4,4.5
7156,7226,Medieval Illuminators and Their Methods of Work,Book,5,2,5.0
7157,7227,None of These Diseases: The Bibleªs Health Secrets for the 21st Century,Book,6,11,4.0
7158,7228,Waves of Spirit: Practical Ways to Face Today's Life Challenges,Book,5,0,0.0
7159,7229,Ceramics Two Books In One: Projects to Adapt to Suit Your Own Designs,Book,2,2,4.5
7160,7230,CPE Bach: Harpsichord Concertos,Music,5,2,5.0
